employee_id,home_area,home_lat,home_lon,age_group,household_type,work_days_per_week,driving_license,car_access,current_transport_mode,nearest_station,station_line,distance_to_station_km,walking_time_min,waiting_time_min,transit_time_min,n_transfers,transfer_time_min,final_walk_time_min,door_to_door_time_min,commute_time_score,connectivity_score,car_access_penalty,current_mode_score,adoption_potential_score,adoption_potential_group,commute_group
EMP0001,Kaltenkirchen,53.838600699801475,9.931786962094359,35-44,single,5,True,False,public_transport,Kaltenkirchen,AKN-A1,2.0458191415439417,27.277588553919223,6.0,28.680759611004646,1,5.0,12.0,78.95834816492388,17.42405459793708,14.062753254810993,100.0,100.0,45.3,Medium potential,>60 min
EMP0002,Fuhlsbüttel,53.59891578523515,9.972168780300676,55-64,single,4,True,True,bike,Alsterdorf,U1,1.77978840477223,23.730512063629735,6.0,26.239635163023962,0,0.0,12.0,67.9701472266537,34.76376209290748,43.559631403795265,30.0,50.0,38.7,Low potential,>60 min
EMP0003,Hamburg-Innenstadt,53.57014241235319,9.973732238576897,45-54,single,5,True,True,car,Hamburg Hauptbahnhof,U1,2.9184461609421617,38.91261547922882,6.0,33.947307137750585,0,0.0,12.0,90.8599226169794,0.0,2.9113435594428694,30.0,20.0,9.9,Low potential,>60 min
EMP0004,Quickborn,53.74643106254758,9.91031142333691,45-54,couple_no_children,5,True,True,car,Quickborn,AKN-A1,1.5626875586375324,20.8358341151671,6.0,13.953226264952615,1,5.0,12.0,57.789060380119714,50.82981957506898,31.309789550189734,30.0,20.0,36.2,Low potential,46-60 min
EMP0005,Norderstedt,53.72117960600464,9.991391267546945,25-34,couple_no_children,3,True,True,bike,Friedrichsgabe,AKN-A1,2.9858047468581943,39.810729958109256,6.0,5.129484430923044,1,5.0,12.0,67.94021438903229,34.81099699985588,0.0,30.0,50.0,25.7,Low potential,>60 min
EMP0006,Henstedt-Ulzburg,53.81657463140022,9.949927914875545,25-34,family_with_children,5,True,True,car,Kaltenkirchen,AKN-A1,2.3919930701191303,31.89324093492174,6.0,24.06695234142107,1,5.0,12.0,78.9601932763428,17.42114295730731,1.7048894307713454,30.0,20.0,15.6,Low potential,>60 min
EMP0007,Kaltenkirchen,53.85187205077488,9.973724307936497,35-44,couple_no_children,5,False,False,public_transport,Kaltenkirchen,AKN-A1,1.8329691407540747,24.43958854338766,6.0,30.398174614151888,1,5.0,12.0,77.83776315753954,19.192371027573873,21.661162919958826,100.0,100.0,48.2,Medium potential,>60 min
EMP0008,Kaltenkirchen,53.82088474170903,9.934516406535277,25-34,couple_no_children,5,True,True,mixed,Kaltenkirchen,AKN-A1,2.556949981818143,34.092666424241905,6.0,25.306413420391916,1,5.0,12.0,82.39907984463382,11.994477797329283,0.0,30.0,80.0,22.2,Low potential,>60 min
EMP0009,Norderstedt,53.69096126527417,9.914691226970135,25-34,couple_no_children,5,True,False,mixed,Hasloh,AKN-A1,2.581068843791122,34.41425125054829,6.0,9.295756587254886,1,5.0,12.0,66.71000783780318,36.75229948208618,0.0,100.0,80.0,44.9,Low potential,>60 min
EMP0010,Fuhlsbüttel,53.63008443144462,10.033303695394823,25-34,single,5,True,True,public_transport,Ohlsdorf,U1,1.3720535633298496,18.29404751106466,6.0,18.5148551861457,0,0.0,12.0,54.80890269721036,55.53259692696112,58.11512282280582,30.0,100.0,57.9,Medium potential,46-60 min
EMP0011,Langenhorn (Hamburg),53.622015069276934,9.969469621535483,25-34,couple_no_children,5,True,True,car,Fuhlsbüttel Nord,U1,2.1764979185769104,29.019972247692138,6.0,20.15257590199537,0,0.0,12.0,67.17254814968751,36.0223971297572,29.39772681012104,30.0,20.0,30.4,Low potential,>60 min
EMP0012,Henstedt-Ulzburg,53.771080229276755,9.854033464078634,35-44,couple_no_children,5,True,True,car,Quickborn,AKN-A1,5.4796857773526435,73.06247703136859,6.0,21.87106607848094,1,5.0,12.0,117.93354310984952,0.0,0.0,30.0,20.0,9.0,Low potential,>60 min
EMP0013,Quickborn,53.74607628484403,9.906151012590172,45-54,couple_no_children,2,True,True,mixed,Quickborn,AKN-A1,1.498500330173442,19.980004402312563,6.0,14.241584844527504,1,5.0,12.0,57.22158924684007,51.72530588062405,33.601172473989166,30.0,80.0,46.2,Medium potential,46-60 min
EMP0014,Hamburg-Innenstadt,53.51561307821687,9.95456186639767,18-24,single,5,False,False,mixed,Hamburg Hauptbahnhof,U1,5.390954159502136,71.87938879336181,6.0,48.992500021868665,0,0.0,12.0,138.87188881523048,0.0,0.0,100.0,80.0,32.0,Low potential,>60 min
EMP0015,Fuhlsbüttel,53.633291464038614,10.039764545446975,35-44,family_with_children,5,True,True,car,Ohlsdorf,U1,1.9203018506501257,25.60402467533501,6.0,18.07341729374673,0,0.0,12.0,61.67744196908174,44.693837919818705,38.54352277668806,30.0,20.0,36.2,Low potential,>60 min
EMP0016,Langenhorn (Hamburg),53.61418653270566,10.004860287519808,45-54,family_with_children,5,True,True,car,Ohlsdorf,U1,1.231478202220175,16.419709362935667,6.0,21.869623699340348,0,0.0,12.0,56.289333062276015,53.19643383337358,63.1334417261349,30.0,20.0,46.6,Medium potential,46-60 min
